"Melt temperature";"Mold temperature";"time_to_fill";"ZDx - Plasticizing time";"ZUx - Cycle time";"SKx - Closing force";"SKs - Clamping force peak value";"Ms - Torque peak value current cycle";"Mm - Torque mean value current cycle";"APSs - Specific back pressure peak value";"APVs - Specific injection pressure peak value";"CPn - Screw position at the end of hold pressure";"SVo - Shot volume";"quality"
106.4873969501806;81.471;6.864;3.22;74.82;885.2984746225802;926.3;107.3;106.41873617761064;145.9;937.7;8.68;18.75;1.0
105.449;80.617;6.864;3.1852226547087668;74.81;903.1;919.9;120.5;93.1;147.0;933.1;8.81;18.89;1.0
106.27542673722532;81.027;6.864;4.08;74.81;885.3072658388108;896.8;120.5;88.9;145.8;926.5;8.76;18.73;1.0
106.27295630124223;80.617;6.864;3.2;74.83;908.6;918.2;116.9;106.48202787270958;146.0;920.2;8.85;18.73;1.0
105.711;80.819;6.9159999999999995;3.35;74.81;928.7;945.0;112.4;101.3;147.1;903.0;8.73;18.84;1.0
105.963;81.193;6.968;3.17;74.8;908.8;923.4;116.3;106.9;147.7;925.7;8.86;18.71;1.0
105.902;81.027;6.864;3.19;74.81;903.1;919.9;116.9;106.5;147.0;926.5;8.81;18.76;1.0
105.902;81.058;6.864;4.08;74.83;880.2743073917298;902.4492776647958;104.6;104.9;145.8;930.5;8.84;18.98;1.0
105.505;81.437;6.864;3.16;74.83;885.3145682230514;935.9;120.5;104.3;147.0;933.1;8.81;18.72;1.0
106.27437709003513;80.617;6.864;3.16;74.82;879.2377801132947;902.4543685173918;120.5;104.3;146.7;922.3;8.83;18.71;1.0
106.237;81.437;6.864;3.178709768779277;74.82;903.1;918.2;104.6;104.9;146.1;933.1;8.68;18.75;1.0
105.944;80.411;6.864;4.08;74.81;919.3508018893214;938.2;118.4;106.4787354579288;147.0;874.6;8.85;18.75;1.0
105.505;81.437;6.864;3.186854420112481;74.81;879.0771621061451;926.3;104.6;106.42419889537535;146.0;926.5;8.85;18.73;1.0
106.27593707319102;81.058;6.864;3.22;74.83;903.1;938.2;118.4;104.9;146.0;930.5;8.8;18.72;1.0
105.902;81.058;6.968;3.82;74.82;919.9105404470107;896.8;120.5;106.48962286685928;147.0;922.3;8.85;18.73;1.0
106.44957260875884;80.617;6.864;3.187274390939259;74.82;885.6876207165757;902.7797940569329;120.5;88.9;147.0;933.1;8.68;18.73;1.0
105.505;81.027;6.864;3.22;74.82;884.8991136193215;904.0;113.9;104.9;148.1;920.2;8.83;18.76;1.0
105.449;81.343;6.864;3.1884218313767705;74.82;908.6;895.3;120.5;107.8;147.6;926.5;8.83;18.8;1.0
105.449;81.362;6.864;3.1900675355613743;74.83;903.1;918.2;120.5;106.4808419318227;145.6;937.7;8.85;18.75;1.0
106.46427292821626;80.411;6.864;3.1899140863701323;74.82;908.6;918.2;120.5;106.48645096823523;148.1;882.3;8.76;18.77;1.0
105.944;81.343;6.968;3.1877066281132436;74.83;920.0399697635548;902.3469020718716;113.9;107.3;145.9;874.6;8.8;18.73;1.0
106.237;81.058;7.228;3.191239253336878;74.81;901.6;919.9;120.5;106.31988882576574;145.9;937.7;8.76;18.76;1.0
106.323;81.027;6.864;3.1930392196016943;74.81;879.6542523066439;896.8;107.3;106.2;146.0;937.7;8.85;18.75;1.0
105.449;81.471;6.864;3.1899834418018402;74.82;879.6379776453196;904.0;120.5;106.2;148.1;923.9;8.76;18.76;1.0
106.318;81.354;6.864;3.19;74.8;913.4;929.5;120.5;105.5;146.9;923.7;8.84;18.73;1.0
105.902;81.162;6.864;3.22;74.82;903.1;896.8;127.3;106.39122263946157;146.0;874.6;8.81;18.72;1.0
105.944;80.411;6.864;3.16;74.81;920.8398389861608;926.3;120.5;104.3;145.9;920.2;8.68;18.77;1.0
106.49273717804589;81.362;6.864;3.82;74.82;901.6;902.0614290021839;104.6;106.4450570889321;148.1;926.5;8.82;18.72;1.0
105.902;81.437;6.864;3.16;74.81;901.6;902.2872667840953;120.5;106.37882884889177;146.1;937.7;8.85;18.77;1.0
106.46083720357619;80.411;6.864;3.2;74.83;908.6;935.9;120.5;88.9;147.6;917.5;8.85;18.75;1.0
106.323;81.471;6.864;4.08;74.82;879.5145349861236;904.0;104.6;106.2;148.1;937.7;8.82;18.89;1.0
105.699;80.762;6.864;3.4;74.82;927.6;946.5;120.2;100.3;146.2;904.2;8.75;18.81;1.0
106.326;81.523;6.968;3.15;74.8;883.0;899.0;116.3;104.3;145.8;927.3;8.84;18.73;1.0
105.866;81.023;6.864;3.18;74.84;905.3;920.4;116.3;105.7;145.5;919.9;8.83;18.73;1.0
106.47325731355625;81.027;6.864;3.22;74.82;901.6;896.8;118.4;88.9;145.6;933.1;8.84;18.73;1.0
106.323;81.027;6.864;4.08;74.82;920.4672026709463;926.3;120.5;88.9;145.9;923.9;8.85;18.71;1.0
106.27470533267012;80.617;6.864;3.22;74.82;903.1;902.5504537970863;116.9;107.8;146.1;917.5;8.59;18.76;1.0
105.505;80.617;7.124;4.08;74.82;908.6;938.2;120.5;107.8;147.0;923.9;8.85;18.77;1.0
106.237;81.402;6.864;3.2;74.81;879.4671075689242;938.2;116.9;106.57970029067974;145.9;882.3;8.82;18.75;1.0
106.371;81.413;6.968;3.17;74.83;883.7;901.1;115.1;105.0;147.6;921.8;8.82;18.75;1.0
106.323;81.362;6.968;3.82;74.83;919.7246798640997;938.2;120.5;93.1;146.7;933.1;8.8;18.72;1.0
106.323;81.058;6.968;3.22;74.81;920.1446043184143;935.9;127.3;93.1;146.0;922.3;8.84;18.73;1.0
106.006;81.035;7.124;3.19;74.82;909.0;922.3;114.8;105.3;145.7;930.6;8.79;18.77;1.0
105.944;81.162;6.864;3.22;74.81;903.1;902.1419351655445;104.6;106.2;147.0;922.3;8.85;18.71;1.0
105.449;81.402;7.228;3.16;74.82;908.6;935.9;116.9;106.7;145.8;874.6;8.84;18.77;1.0
106.323;81.362;6.864;4.08;74.81;908.6;895.3;104.6;106.37006838610606;145.9;926.5;8.85;18.76;1.0
106.46461662994311;81.471;6.968;3.16;74.82;886.9;904.0;113.9;104.3;147.0;882.3;8.83;18.73;1.0
106.414;81.411;7.124;3.18;74.81;881.0;897.7;115.4;105.6;145.2;926.1;8.82;18.75;1.0
105.488;80.519;6.864;3.83;74.83;919.1;936.5;107.9;90.2;146.6;895.5;8.77;18.79;1.0
106.323;80.617;6.864;3.181149015235185;74.82;903.1;895.3;120.5;88.9;146.7;917.5;8.59;18.77;1.0
106.27586044567995;81.437;7.124;3.186472338464725;74.82;901.6;896.8;120.5;106.2;146.7;937.7;8.85;18.76;1.0
106.323;81.058;6.864;3.16;74.82;908.6;938.2;116.9;104.9;147.0;933.1;8.81;18.77;1.0
106.323;81.343;6.864;3.18164201641677;74.81;919.7276782866319;918.2;118.4;104.3;146.1;933.1;8.82;18.71;1.0
106.237;81.402;6.864;3.19387334360315;74.81;920.0222593207944;895.3;113.9;106.50513614485489;146.0;920.2;8.85;18.73;1.0
106.47049571526135;81.362;7.124;3.184944029038212;74.83;885.2382244080794;902.083382721094;113.9;104.9;147.0;923.9;8.85;18.8;1.0
106.2724057425526;81.402;6.864;4.08;74.83;903.1;901.9317185828392;113.9;88.9;147.6;923.9;8.84;18.73;1.0
105.902;81.437;6.864;3.16;74.83;908.6;902.5867475820795;118.4;106.52509651352993;146.7;922.3;8.76;18.77;1.0
105.449;81.058;6.968;3.16;74.82;885.6472582135424;903.0205742860783;116.9;107.8;147.6;930.5;8.85;18.73;1.0
106.275;81.437;6.968;3.16;74.83;885.6;902.2;120.5;106.4;148.1;933.1;8.85;18.71;1.0
105.944;80.411;6.864;3.22;74.82;885.5080781724425;938.2;113.9;104.3;145.8;917.5;8.85;18.73;1.0
105.944;80.617;6.968;3.190302022749315;74.82;908.6;902.6608198108655;127.3;104.9;145.9;926.5;8.85;18.73;1.0
105.944;81.402;6.968;3.1849156316400036;74.82;901.6;926.3;127.3;104.9;146.1;922.3;8.76;18.8;1.0
106.49416130608105;81.362;6.864;3.82;74.83;886.9;938.2;120.5;104.9;146.7;917.5;8.8;18.73;1.0
106.51193773572537;80.411;7.124;3.195730735695475;74.81;908.6;902.3813246707649;120.5;106.2;148.1;930.5;8.82;18.71;1.0
106.27435944967236;81.437;7.228;3.1796823482145236;74.82;885.76514174879;902.1490641432443;120.5;93.1;146.7;923.9;8.59;18.76;1.0
106.48662706605106;81.437;6.864;3.16;74.83;908.6;938.2;120.5;107.8;145.6;920.2;8.59;18.72;1.0
105.449;81.437;6.864;3.1806648484646556;74.81;885.5982951103249;895.3;104.6;106.7;145.9;920.2;8.8;18.73;1.0
106.323;80.617;6.864;3.198243094370966;74.83;919.974394237024;918.2;127.3;106.2;146.7;937.7;8.8;18.72;1.0
106.323;81.471;7.124;3.1862837260545507;74.83;920.0266553589354;938.2;104.6;93.1;147.0;882.3;8.8;18.76;1.0
105.944;81.162;7.124;4.08;74.82;919.7647660923652;926.3;107.3;107.8;146.7;917.5;8.84;18.71;1.0
106.45421760813738;81.402;6.864;3.16;74.83;901.6;896.8;107.3;88.9;146.7;920.2;8.84;18.77;1.0
106.45300596341309;81.162;6.864;3.16;74.83;885.5490019241304;895.3;127.3;106.7;145.6;926.5;8.83;18.76;1.0
106.258;81.149;6.864;3.17;74.83;909.0;925.8;116.0;106.5;145.9;923.1;8.87;18.7;1.0
105.31;80.133;6.968;4.56;74.83;917.1;929.9;104.6;84.0;147.4;839.0;8.5;19.06;1.0
105.65;80.701;6.864;3.46;74.83;925.6;944.1;115.1;98.3;146.8;897.6;8.76;18.81;1.0
105.505;81.437;6.864;3.189536800277102;74.82;885.7451405880281;935.9;127.3;107.8;145.8;923.9;8.76;18.73;1.0
105.902;81.027;6.864;3.82;74.83;920.0545310534528;938.2;120.5;106.2;146.1;917.5;8.85;18.76;1.0
106.27356796490012;80.617;6.864;3.22;74.82;886.9;904.0;120.5;106.7;147.0;933.1;8.59;18.73;1.0
105.902;81.437;6.968;4.08;74.81;879.0665259792457;935.9;118.4;106.47219112851144;145.6;922.3;8.81;18.77;1.0
106.27559217948408;81.471;6.968;3.2;74.83;901.6;902.1828224288311;120.5;93.1;145.6;922.3;8.84;18.73;1.0
106.27547080674002;81.402;6.864;3.1860547006575994;74.82;919.4079018187169;938.2;127.3;88.9;145.8;923.9;8.81;18.77;1.0
106.47371951257297;81.437;6.864;3.82;74.81;885.4653920474215;902.8309952139219;127.3;107.8;146.7;933.1;8.76;18.72;1.0
106.324;81.326;6.968;3.17;74.8;885.7;900.7;116.6;106.0;146.3;927.0;8.83;18.74;1.0
106.105;81.342;6.864;3.22;74.81;909.9;929.5;122.9;105.1;146.0;920.5;8.86;18.7;1.0
106.45400290313228;81.058;7.228;3.2;74.81;901.6;935.9;113.9;93.1;147.6;930.5;8.83;18.73;1.0
105.505;81.362;6.864;3.16;74.83;885.383582099842;904.0;107.3;107.3;146.0;933.1;8.84;18.75;1.0
105.449;81.162;7.124;3.82;74.82;908.6;919.9;107.3;104.9;147.6;923.9;8.85;18.98;1.0
106.45462992284479;81.162;7.124;3.1907323947661186;74.81;879.9526894630551;904.0;120.5;106.53595011910602;148.1;922.3;8.82;18.76;1.0
106.27281229528211;81.362;6.864;3.16;74.82;908.6;895.3;120.5;106.7;148.1;926.5;8.68;18.75;1.0
106.27414651058466;80.617;6.968;3.16;74.81;908.6;919.9;120.5;106.37023838981888;147.0;930.5;8.84;18.71;1.0
106.44657922541823;80.617;6.864;4.08;74.83;879.9506063771487;935.9;113.9;106.7;145.6;882.3;8.85;18.77;1.0
105.962;81.137;6.968;3.19;74.8;911.4;924.9;117.8;104.0;145.4;935.6;8.86;18.71;1.0
106.04;81.081;6.968;3.17;74.8;907.0;925.1;115.4;105.2;145.7;937.5;8.91;18.65;1.0
106.44910222573404;80.411;7.228;3.1887942104861344;74.82;919.4585055315389;895.3;113.9;88.9;145.9;930.5;8.8;18.75;1.0
105.944;80.411;6.864;3.16;74.83;919.8396500163706;902.7470721265946;120.5;93.1;145.9;917.5;8.68;18.77;1.0
105.902;81.402;6.864;4.08;74.82;908.6;895.3;120.5;88.9;147.0;882.3;8.83;18.98;1.0
106.474;81.398;6.968;3.22;74.8;879.3;896.1;113.3;102.7;145.6;930.6;8.82;18.75;1.0
106.27268351765008;81.362;6.968;3.16;74.82;885.1152200160644;935.9;118.4;107.8;147.6;926.5;8.85;18.75;1.0
106.27380162242537;81.027;6.968;3.82;74.82;879.3634548290732;895.3;127.3;88.9;146.0;933.1;8.85;18.73;1.0
106.44271912870744;81.471;7.228;3.16;74.83;903.1;935.9;113.9;104.9;147.6;874.6;8.81;18.98;1.0
106.276834698898;81.362;6.864;3.1905989196404674;74.83;920.1083233376522;919.9;120.5;104.9;146.1;874.6;8.76;18.71;1.0
105.944;81.362;6.968;3.1860887509530764;74.81;920.214345025092;926.3;104.6;107.8;146.1;937.7;8.8;18.73;1.0
105.902;81.402;6.968;3.82;74.82;901.6;938.2;120.5;107.8;146.1;917.5;8.84;18.77;1.0
105.944;81.362;6.864;4.08;74.82;920.3159758623387;904.0;104.6;93.1;147.6;917.5;8.59;18.72;1.0
106.424;81.382;6.968;3.2;74.83;883.0;897.7;119.3;104.8;145.2;921.1;8.81;18.75;1.0
105.902;81.162;6.864;3.16;74.83;885.6531199402178;918.2;107.3;104.3;147.0;923.9;8.83;18.71;1.0
105.902;81.343;6.864;3.186416487912663;74.83;901.6;938.2;104.6;106.53197452029572;146.7;922.3;8.8;18.73;1.0
106.46888306739002;81.471;6.864;3.82;74.83;908.6;918.2;116.9;106.41815018601471;148.1;882.3;8.85;18.73;1.0
105.944;80.411;7.124;3.1821867769941274;74.82;908.6;918.2;120.5;93.1;147.6;937.7;8.68;18.8;1.0
106.237;81.027;6.864;3.1822423033202467;74.83;920.6524239039173;918.2;120.5;104.3;146.7;874.6;8.85;18.89;1.0
106.237;81.027;6.968;3.22;74.81;880.2913458253767;926.3;107.3;107.8;146.7;930.5;8.59;18.8;1.0
106.27519091523739;80.617;6.864;3.16;74.83;919.9111723512796;919.9;120.5;107.3;145.8;920.2;8.81;18.72;1.0
106.272882694734;80.411;6.968;3.16;74.81;884.7113784657136;919.9;118.4;106.50363526286323;147.6;922.3;8.8;18.8;1.0
106.319;81.389;6.968;3.19;74.81;885.9;902.9;119.3;103.9;146.2;931.1;8.82;18.75;1.0
106.44385647380423;80.411;6.864;3.185705288007666;74.82;908.6;935.9;104.6;106.48307745098161;145.9;930.5;8.81;18.73;1.0
105.902;81.471;6.864;3.16;74.83;901.6;904.0;127.3;106.39614059244502;145.8;926.5;8.68;18.75;1.0
105.944;81.058;6.864;4.08;74.82;885.9688788951647;904.0;127.3;106.33677430781977;147.0;920.2;8.59;18.73;1.0
106.237;81.162;7.228;3.16;74.83;901.6;904.0;120.5;106.4939766165743;146.1;882.3;8.82;18.8;1.0
106.012;81.151;6.968;3.16;74.81;907.7;925.2;115.4;106.4;146.3;927.1;8.87;18.7;1.0
106.27380145840635;80.617;6.864;3.188311378451911;74.83;878.7879946045472;896.8;118.4;106.7;147.0;926.5;8.84;18.89;1.0
105.944;81.402;6.864;4.08;74.81;879.4116567876347;904.0;118.4;93.1;146.1;923.9;8.8;18.73;1.0
105.902;81.027;7.124;3.1888974254148317;74.82;908.6;904.0;104.6;106.41378911793211;146.1;922.3;8.76;18.73;1.0
106.237;81.437;6.864;3.187348777537212;74.81;908.6;938.2;120.5;107.3;145.9;882.3;8.68;18.73;1.0
105.449;81.162;7.228;3.1903916070020983;74.81;901.6;919.9;120.5;88.9;145.9;930.5;8.84;18.8;1.0
105.505;81.027;6.864;3.1802909563235082;74.82;908.6;935.9;120.5;106.2;145.9;882.3;8.83;18.89;1.0
106.459;81.534;6.968;3.18;74.8;880.0;898.3;118.7;106.0;145.2;924.6;8.81;18.76;1.0
106.406;81.536;6.968;3.22;74.81;882.1;899.2;119.6;105.1;145.5;920.0;8.84;18.73;1.0
105.449;80.617;7.124;3.22;74.81;885.7077704897721;926.3;120.5;93.1;147.6;937.7;8.8;18.73;1.0
105.902;81.343;6.864;3.1885087529782257;74.83;903.1;896.8;120.5;104.9;145.8;922.3;8.76;18.77;1.0
106.27513604643924;81.402;6.968;3.1904155359981012;74.82;908.6;904.0;118.4;106.7;145.6;933.1;8.85;18.71;1.0
105.944;81.027;6.864;3.82;74.83;921.1716181047569;904.0;120.5;88.9;147.6;937.7;8.59;18.75;1.0
106.45617981582555;80.411;6.864;3.1849925601585922;74.82;903.1;902.8691261710455;107.3;104.9;147.0;930.5;8.82;18.75;1.0
105.902;81.343;6.968;3.82;74.83;879.8904866923222;902.2506268499529;118.4;104.9;145.9;926.5;8.76;18.76;1.0
106.237;81.437;7.124;3.82;74.82;903.1;935.9;118.4;107.8;146.1;874.6;8.83;18.98;1.0
105.944;81.402;7.228;4.08;74.82;885.2738699140118;919.9;120.5;104.3;145.6;926.5;8.85;18.98;1.0
106.27144791643266;80.617;6.864;4.08;74.81;881.1231019217529;902.6341284309879;116.9;107.3;148.1;923.9;8.82;18.73;1.0
106.323;81.343;6.864;3.16;74.82;919.8156931661581;902.8524061796599;120.5;88.9;147.0;920.2;8.82;18.72;1.0
105.902;81.162;6.864;3.2;74.81;919.6976306273114;919.9;107.3;93.1;145.6;926.5;8.81;18.72;1.0
106.237;81.471;6.864;3.16;74.82;908.6;902.3842919580447;116.9;107.8;146.0;926.5;8.82;18.71;1.0
105.902;80.411;6.968;3.1817463713766143;74.83;920.0108350130856;918.2;116.9;104.9;147.0;920.2;8.85;18.77;1.0
106.27458704720193;80.411;6.864;4.08;74.83;885.284899216525;903.186398774694;104.6;106.7;147.6;922.3;8.68;18.89;1.0
105.505;81.343;6.864;3.2054351522598257;74.83;919.9218877161703;918.2;120.5;104.9;146.1;882.3;8.85;18.73;1.0
106.323;80.617;6.864;3.189277031876153;74.82;886.9;904.0;107.3;88.9;148.1;882.3;8.76;18.73;1.0
106.42721380494675;81.027;6.864;3.22;74.83;885.5530686561904;935.9;120.5;106.45182287134708;145.8;926.5;8.85;18.71;1.0
106.323;80.617;6.864;3.16;74.82;885.3491143716951;895.3;127.3;93.1;145.9;933.1;8.83;18.73;1.0
106.323;81.471;6.864;3.16;74.82;885.400999766743;895.3;116.9;93.1;146.0;923.9;8.76;18.8;1.0
106.45793634160532;81.437;6.864;3.2;74.82;879.6050120992952;918.2;120.5;106.4886616968984;147.0;926.5;8.8;18.71;1.0
105.505;81.362;6.864;4.08;74.83;908.6;926.3;113.9;107.8;147.0;922.3;8.81;18.73;1.0
105.944;80.411;7.228;3.1940669994926862;74.82;885.4864421871777;926.3;113.9;106.54322685936275;145.8;874.6;8.82;18.76;1.0
106.4764082241313;81.058;6.864;3.1865323413803854;74.83;901.6;919.9;113.9;104.3;148.1;930.5;8.82;18.72;1.0
105.944;81.058;6.864;3.19;74.82;901.6;918.2;120.5;107.8;146.1;922.3;8.84;18.73;1.0
105.505;80.617;7.124;3.1871843937100066;74.83;920.6732838437242;896.8;120.5;106.41311196635516;146.7;917.5;8.85;18.76;1.0
106.27556747096958;80.617;6.864;3.1857916042827594;74.83;919.5347755758813;904.0;120.5;106.39467332672868;146.0;926.5;8.81;18.76;1.0
106.47079861117459;81.162;6.864;3.199749492150708;74.81;920.5600995978546;935.9;127.3;104.3;145.9;930.5;8.8;18.75;1.0
106.237;81.437;6.968;4.08;74.82;920.8115763493155;938.2;107.3;106.7;145.8;930.5;8.84;18.98;1.0
106.072;81.242;6.968;3.19;74.8;908.4;927.5;118.7;105.5;145.5;928.0;8.81;18.75;1.0
105.944;81.362;6.864;3.1710816451242505;74.82;885.5742131116249;919.9;120.5;88.9;146.7;874.6;8.68;18.73;1.0
106.27261733355306;81.162;7.228;3.1802035087448357;74.83;885.0171142199259;918.2;118.4;106.2;147.0;933.1;8.81;18.77;1.0
106.48409274382884;81.027;7.228;3.22;74.81;885.3352965947286;926.3;120.5;93.1;146.1;926.5;8.85;18.73;1.0
106.27337226762886;80.617;6.864;3.190858546942602;74.83;903.1;926.3;120.5;107.3;148.1;920.2;8.76;18.77;1.0
105.944;80.411;6.864;3.2;74.82;908.6;896.8;127.3;106.42455004457466;145.6;930.5;8.85;18.98;1.0
106.45823215714749;81.343;6.864;3.2;74.83;885.2367503969991;938.2;127.3;88.9;146.0;930.5;8.8;18.98;1.0
105.944;81.362;6.968;3.16;74.82;885.3241459318914;895.3;116.9;106.45764469893084;146.7;882.3;8.82;18.76;1.0
105.449;80.411;6.864;3.1822030724738495;74.83;885.7066065078106;926.3;127.3;104.9;147.6;937.7;8.82;18.8;1.0
106.237;80.411;7.228;4.08;74.81;885.8863563053382;919.9;113.9;106.3560780429702;145.9;933.1;8.59;18.73;1.0
106.27411779712408;81.402;7.124;3.82;74.81;880.3883547931116;919.9;120.5;104.9;147.0;923.9;8.68;18.89;1.0
105.449;81.058;6.968;3.185569898930884;74.83;903.1;904.0;118.4;107.8;147.0;882.3;8.59;18.72;1.0
105.505;81.343;6.968;3.22;74.82;879.5888493233203;896.8;107.3;106.50958127667064;145.8;920.2;8.82;18.75;1.0
106.27493989311566;81.343;6.968;3.1937304313896457;74.82;920.3853755665629;919.9;104.6;106.7;147.6;937.7;8.84;18.76;1.0
105.944;81.027;6.864;3.1880668330769604;74.81;920.1825320020837;918.2;116.9;104.3;146.1;937.7;8.59;18.71;1.0
106.281;81.43;6.864;3.23;74.8;912.7;928.4;117.2;103.2;146.5;925.2;8.82;18.75;1.0
106.4624211931438;80.617;6.968;3.22;74.81;903.1;926.3;120.5;107.3;146.0;933.1;8.8;18.89;1.0
106.237;81.162;6.864;3.185950421938029;74.83;908.6;904.0;120.5;93.1;145.8;937.7;8.85;18.76;1.0
105.902;81.027;6.968;3.1838568331069186;74.82;903.1;935.9;118.4;107.8;145.9;930.5;8.83;18.77;1.0
106.46485436986428;81.437;6.968;3.197084137350969;74.81;903.1;904.0;120.5;106.53032551088889;145.6;922.3;8.85;18.75;1.0
105.449;81.162;6.968;3.1807387701328254;74.81;886.9;938.2;120.5;107.8;147.6;922.3;8.59;18.75;1.0
106.277;81.464;7.124;3.16;74.81;883.2;900.0;117.5;106.6;145.9;926.2;8.85;18.72;1.0
106.27553858474165;81.343;6.864;4.08;74.81;879.5421498164733;926.3;104.6;106.7;148.1;882.3;8.76;18.76;1.0
106.323;81.058;6.864;3.188001607254382;74.82;879.0289531395503;896.8;104.6;107.8;146.7;937.7;8.8;18.75;1.0
106.27620716573325;81.437;6.864;3.1879528908469537;74.83;885.3152332424861;902.1262943831241;127.3;107.3;147.0;917.5;8.84;18.77;1.0
106.47191690705756;81.027;6.864;3.2;74.82;919.6880369977944;938.2;127.3;106.49214203129601;147.0;882.3;8.85;18.89;1.0
106.44547799139782;81.362;6.864;3.1978682397212697;74.83;878.8438011574481;938.2;120.5;104.9;147.0;920.2;8.8;18.75;1.0
106.46058806551189;81.437;6.864;3.1988631330650317;74.81;878.8286026055946;904.0;116.9;106.2;145.8;933.1;8.83;18.8;1.0
105.505;80.617;6.864;3.1939208540606505;74.82;885.1037817049483;919.9;113.9;104.9;148.1;930.5;8.68;18.75;1.0
105.505;80.617;6.864;3.82;74.81;919.7;938.2;104.6;93.1;147.6;882.3;8.68;18.89;1.0
106.295;81.343;6.968;3.19;74.8;886.7;902.4;116.3;104.2;145.3;921.0;8.84;18.73;1.0
105.449;80.617;6.864;3.2;74.81;908.6;919.9;107.3;107.8;148.1;930.5;8.82;18.76;1.0
105.449;81.437;6.864;3.1827125208586735;74.82;903.1;919.9;120.5;104.9;148.1;933.1;8.81;18.98;1.0
105.902;80.411;6.968;3.16;74.82;903.1;896.8;113.9;106.2;146.7;920.2;8.68;18.76;1.0
105.902;80.411;6.968;3.185628679635667;74.82;885.3945703918337;896.8;120.5;104.3;147.0;937.7;8.8;18.73;1.0
106.478;81.362;6.968;3.22;74.82;879.1;895.3;120.5;104.3;145.6;917.5;8.8;18.77;1.0
106.323;81.437;6.968;3.179555413619443;74.81;901.6;938.2;127.3;106.7;145.6;917.5;8.76;18.89;1.0
